0.000000	4.320000	 Ahem! Let
4.320000	4.640000	 it be
4.640000	5.380000	 known by
5.380000	5.830000	 decree
5.830000	6.600000	 temporal
6.600000	6.960000	 and code
6.960000	8.120000	 coronal
8.120000	8.510000	 that the
8.510000	9.000000	 following
9.000000	9.460000	 musical
9.460000	10.180000	 interlude
10.180000	10.740000	 has been
10.740000	11.140000	 filed
11.140000	11.710000	 stamped
11.710000	11.960000	 and
11.960000	12.600000	 approved
12.600000	13.080000	 in tri
13.080000	13.610000	plicate
13.610000	14.200000	 any unsan
14.200000	14.760000	ctioned
14.760000	15.420000	 humming
15.420000	15.540000	 is
15.540000	16.080000	 subject
16.080000	16.690000	 to fine
16.690000	17.300000	 and/or
17.300000	18.020000	 paradox
18.020000	18.440000	ical
18.440000	19.370000	 recursion
19.370000	19.740000	.
19.740000	21.820000	 I
21.820000	24.010000	 don't
24.010000	24.940000	 make the
24.940000	26.760000	 epochs I
26.760000	28.100000	 don't
28.100000	28.380000	 wind
28.380000	29.010000	 the years
29.010000	29.580000	 I simply
29.580000	30.170000	 note the
30.170000	31.020000	 violations
31.020000	31.660000	 tally up
31.660000	32.390000	 the fears
32.390000	32.940000	 I draft
32.940000	33.210000	 the
33.210000	33.850000	 clauses
33.850000	34.300000	 in the
34.300000	35.130000	 contracts
35.130000	35.680000	 of caus
35.680000	36.420000	ality with
36.420000	36.830000	 perfect
36.830000	37.220000	 punct
37.220000	37.700000	uation
37.700000	38.580000	 and punct
38.580000	39.580000	uality!
39.580000	40.180000	 You think
40.180000	40.780000	 that time
40.780000	41.460000	 is fluid,
41.460000	41.910000	 a river
41.910000	42.430000	 wide and
42.430000	43.130000	 free? It's
43.130000	43.540000	 actually
43.540000	44.180000	 sub
44.180000	45.470000	section B
45.470000	45.790000	 of
45.790000	47.240000	 guideline
47.240000	49.490000	 one-oh-three! I am
49.490000	50.220000	 the chro
50.220000	51.050000	no clerk
51.050000	51.670000	 The min
51.670000	52.490000	ute master
52.490000	52.890000	! The
52.890000	53.380000	 architect
53.380000	53.940000	 of aster
53.940000	54.430000	isks and
54.430000	55.070000	 footnote
55.070000	55.940000	 disaster !
55.940000	56.220000	 You'll
56.220000	56.540000	 find the
56.540000	56.900000	 loophole
56.900000	57.220000	 that you
57.220000	57.450000	 think
57.450000	57.880000	 will let
57.880000	58.480000	 you slip
58.480000	58.650000	 on
58.650000	59.250000	 through
59.250000	59.450000	 is
59.450000	60.020000	 invalid
60.020000	60.530000	ated by
60.530000	60.960000	 the by
60.960000	61.640000	laws I've
61.640000	62.240000	 applied
62.240000	63.020000	 to you!
63.020000	63.360000	 So face
63.360000	63.500000	 the
63.500000	64.220000	 jurisprud
64.220000	64.790000	ence of a
64.790000	65.180000	 truly
65.180000	65.740000	 ticking
65.740000	66.420000	 brain!
66.420000	67.200000	 You'll
67.200000	67.700000	 never
67.700000	68.510000	 beat the
68.510000	69.320000	 rules in
69.320000	70.230000	 the ref
70.230000	71.100000	rain!
71.100000	71.650000	 Thou hast
71.650000	72.580000	 attemped a
72.580000	72.950000	 past
72.950000	73.700000	 tense sub
73.700000	74.430000	junctive
74.430000	74.700000	 in a
74.700000	75.470000	 present
75.470000	76.000000	 perfect
76.000000	76.650000	 paradox
76.650000	77.520000	 zone. A
77.520000	78.820000	 violation!
78.820000	81.340000	 Seize them!
81.340000	81.770000	 Your
81.770000	82.220000	 reckless
82.220000	82.660000	 heroism
82.660000	83.040000	 leaves a
83.040000	83.580000	 dreadful,
83.580000	83.860000	 messy
83.860000	84.540000	 stain!
84.540000	85.050000	 Upon the
85.050000	85.660000	 pristine
85.660000	86.260000	 parchment
86.260000	86.830000	 where the
